price,area,bedrooms,bathrooms,location,bhk,property_type,furnishing,balcony
₹15 Lac,1000,,,"Plot/Land for Sale in Sakar Hills, Sanwer Road Indore",,,,
₹21 Lac,850,,,Plot/Land for Sale in Ujjain Indore Road Indore,,House,,
₹3 Cr,,,,Plot/Land for Sale in Jail Road Indore,,,,
₹85 Lac,1600,2,,2 BHK Villa for Sale in Indore- Indore,2,Villa,Furnished,2
₹54 Lac,1200,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹2.2 Lac,,,,Plot/Land for Sale in Scheme No 140 Indore,,,,
₹56 Lac,871,,,"Plot/Land for Sale in Platinum Paradise, MR 10 Indore",,,,
₹2.23 Cr,1453,,,Plot/Land for Sale in Sai Kripa Colony Indore,,,,
₹1.24 Cr,1600,3,,"3 BHK Villa for Sale in Sunil Ashirwad Villas, Apollo DB City Indore",3,Villa,Semi-Furnished,3
₹70 Lac,,,,"Plot/Land for Sale in Jiyo Silver Corridor Garden City, Paliya Indore",,,,
₹38.5 Lac,912,2,,"2 BHK Flat  for Sale in  Gumasta Nagar, Indore",2,,Furnished,2
₹28 Lac,635,2,,"2 BHK Flat  for Sale in  Silicon City, Indore",2,,Unfurnished,2
₹25 Lac,900,2,,"2 BHK Flat  for Sale in  Rajendra Nagar Colony, Indore",2,,Furnished,
₹37 Lac,1500,,,Plot/Land for Sale in Hatod Indore,,,,
₹28 Lac,980,2,,"2 BHK Flat  for Sale in  IMC Palash Parisar , IMC Palash Parisar, Rau Pithampur Road, Indore",2,,Unfurnished,2
₹95 Lac,35500,,,Land for Sale in Sendal Indore,,,,
₹60 Lac,750,2,,2 BHK  House for Sale in Talawali Chanda Indore,2,House,Furnished,
₹85 Lac,500,,,Shop for Sale in Old Palasiya Indore,,Apartment,,
₹35 Lac,1500,4,,4 BHK  House for Sale in Keshav Nagar Indore,4,House,Semi-Furnished,
₹30 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹50 Lac,372,,,Office Space for Sale in Bengali Square Indore,,,,
₹40 Lac,936,,,Plot/Land for Sale in Shree Krishna Enclave Indore,,,,
₹65 Lac,1800,3,,3 BHK Villa for Sale in Bhawrasla Indore,3,Villa,Semi-Furnished,2
₹20 Lac,850,,,"Plot/Land for Sale in Dream Lake View City NX, Ujjain Indore Road Indore",,,,
₹80 Lac,800,3,,3 BHK  House for Sale in Vaibhav nagar Indore,3,House,Unfurnished,2
₹82 Lac,750,2,,2 BHK Villa for Sale in Sudama Nagar Indore,2,Villa,Semi-Furnished,
₹35 Lac,880,,,Land for Sale in Mhow Indore,,,,
₹65 Lac,1008,2,,2 BHK  House for Sale in Panchvati Colony Indore,2,House,Unfurnished,
₹23 Lac,475,1,,"1 BHK Flat  for Sale in  Alok Nagar, Indore",1,,Unfurnished,1
₹1.65 Cr,1650,,,Plot/Land for Sale in Vijay Nagar Indore,,,,
₹51 Lac,1130,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹2.88 Cr,4000,,,Plot/Land for Sale in Jhalariya Indore,,,,
₹2.25 Cr,1453,,,Plot/Land for Sale in Sai Kripa Colony Indore,,,,
₹28 Lac,450,1,,1 BHK  House for Sale in Vidur Nagar Indore,1,House,Unfurnished,
₹38 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹45 Lac,1548,,,Plot/Land for Sale in Manglia Bypass Indore,,,,
₹37 Lac,700,2,,2 BHK  House for Sale in Sai Vihar Colony Indore,2,House,Unfurnished,
₹70 Lac,1500,4,,4 BHK  House for Sale in Mhow Indore,4,House,Semi-Furnished,3
₹1.75 Cr,1930,3,,"3 BHK Flat  for Sale in  Race Course Road, Indore",3,,Furnished,3
₹12 Lac,400,,,Plot/Land for Sale in Rau Indore,,,,
₹5.10 Cr,2000,,,Land for Sale in Scheme No 78 Indore,,,,
₹80 Lac,800,3,,"3 BHK  House for Sale in Shubhangan Omaxe City 1, Mayakhedi Indore",3,House,Semi-Furnished,3
₹1.50 Cr,1565,3,,"3 BHK Flat  for Sale in  Indore Development Authority Anandvan Phase 2, Indore Development Authority Anandvan Phase 2,  Indore",3,,Furnished,3
₹33 Lac,900,3,,3 BHK Flat  for Sale in   Indore,3,,Semi-Furnished,3
₹44 Lac,918,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹38.5 Lac,500,,,Office Space for Sale in New Palasiya Indore,,,,
₹2.25 Cr,3100,,,"Plot/Land for Sale in Aarone Countywalk, Indore Bypass Road Indore",,,,
₹1.45 Cr,2500,4,,4 BHK  House for Sale in Sai Bagh Colony Indore,4,House,Unfurnished,4
₹65 Lac,500,3,,3 BHK  House for Sale in Silicon City Indore,3,House,Semi-Furnished,2
₹8 Lac,316,,,"Studio Apartment  for Sale in  Bhawrasla, Indore",,Apartment,Semi-Furnished,
₹35 Lac,,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹60 Lac,,,,Plot/Land for Sale in Treasure Fantasy  Indore,,,,
₹2 Cr,3000,4,,4 BHK Villa for Sale in Khandwa Road Indore,4,Villa,Furnished,5
₹1.40 Cr,800,,,Warehouse/ Godown for Sale in Siyaganj Indore,,,,
₹2.91 Cr,1700,10,,"> 10 BHK Flat  for Sale in  Navlakha, Indore",10,,Furnished,10
₹75 Lac,1530,3,,3 BHK  House for Sale in Omaxe City 1 Indore,3,House,Unfurnished,
₹20 Lac,190,,,Shop for Sale in Goyal Nagar Indore,,,,
₹48.5 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹30 Lac,750,1,,"1 BHK Flat  for Sale in  Vedant Regency, Vedant Regency, Silicon City, Indore",1,,Unfurnished,2
₹72 Lac,1200,2,,2 BHK  House for Sale in Sanvid Nagar Indore,2,House,Unfurnished,
₹1.05 Cr,2000,,,Plot/Land for Sale in Panchavati colony Dewas Naka A B Road Indore Indore,,,,
₹29 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹1.15 Cr,700,10,,> 10 BHK  House for Sale in South Rajmohalla Indore,10,House,Unfurnished,
₹1.20 Cr,1500,,,Plot/Land for Sale in Tulsi Nagar Indore,,,,
₹80 Lac,3600,,,Plot/Land for Sale in Kanadiya Indore,,,,
₹21 Lac,700,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,3
₹55 Lac,1000,,,"Plot/Land for Sale in Omaxe Aanandam, Omaxe City 1 Indore",,,,
₹1.70 Cr,1200,3,4,3 BHK Farm House for Sale in Tejaji Nagar Indore,3,House,Furnished,
₹15 Lac,550,1,,"1 BHK Flat  for Sale in  Singapore Nest, Singapore Nest, Talawali Chanda, Indore",1,,Semi-Furnished,2
₹35 Lac,750,2,,"2 BHK Flat  for Sale in  Surya Suryansh Alok A, Surya Suryansh Alok A, Alok Nagar, Indore",2,,Furnished,2
₹35 Lac,850,2,,"2 BHK Flat  for Sale in  Everest Apartment, Everest Apartment, Saket Nagar, Indore",2,Apartment,Unfurnished,2
₹15 Lac,450,1,,1 BHK Flat  for Sale in   Indore,1,,Unfurnished,
₹70.2 Lac,1633,,,Plot/Land for Sale in Indore Bypass Road Indore,,,,
₹90 Lac,1450,3,,"3 BHK Flat  for Sale in  Sahaj Residency, Sahaj Residency, Scheme No -103, Indore",3,,Semi-Furnished,3
₹1.25 Cr,3190,4,,"4 BHK Villa for Sale in Malwa County, AB Road Indore",4,Villa,Unfurnished,3
₹95 Lac,950,3,,3 BHK  House for Sale in Radha Nagar Indore,3,House,Unfurnished,
₹45 Lac,1063,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,
₹75 Lac,950,2,,"2 BHK Flat  for Sale in  Dainik Bhaskar Apollo DB City, Dainik Bhaskar Apollo DB City, Nipania, Indore",2,,Unfurnished,2
₹35 Lac,1080,3,,"3 BHK Flat  for Sale in  Tejpurgarbari, Indore",3,,Semi-Furnished,2
₹4 Cr,5200,8,,8 BHK  House for Sale in Mig Colony Indore,8,House,Semi-Furnished,
₹1.80 Cr,1500,,,Plot/Land for Sale in Sudama Nagar Indore,,,,
₹52 Lac,850,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,2
₹1.25 Cr,1300,4,,4 BHK  House for Sale in Scheme No 134 Indore,4,House,Unfurnished,4
₹55 Lac,1130,,,Plot/Land for Sale in Mayakhedi Indore,,,,
₹50 Lac,1000,,,Plot/Land for Sale in Ruchi Town Indore,,,,
₹14 Lac,800,,,Plot/Land for Sale in Ringnodiya Indore,,,,
₹18 Lac,1200,,,Plot/Land for Sale in Talawali Chanda Indore,,,,
₹95 Lac,1800,3,,3 BHK  House for Sale in Bicholi Mardana Indore,3,House,Semi-Furnished,3
₹28 Lac,990,,,Plot/Land for Sale in Khandwa Road Indore,,,,
₹85 Lac,1500,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹31.5 Lac,800,2,,"2 BHK Flat  for Sale in  Gokul Nagar, Indore",2,,Unfurnished,2
₹22 Lac,600,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹40 Lac,1130,,,"Plot/Land for Sale in MGR Princes Hilltop, Sanwer Road Indore",,,,
₹53 Lac,1000,3,,"3 BHK Flat  for Sale in  Jakhya, Indore",3,,Unfurnished,3
₹25 Lac,834,2,,"2 BHK Flat  for Sale in  Karol Bagh Grand, Karol Bagh Grand, Super Corridor, Indore",2,Apartment,Unfurnished,
₹32 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹60 Lac,1350,4,,"4 BHK  House for Sale in Mahima Smart City, Bada Bangarda Indore",4,House,Furnished,4
₹13 Lac,4000,1,,1 BHK Farm House for Sale in Simrol Indore,1,House,Unfurnished,
₹1.40 Cr,840,,,"Shop for Sale in Orange Square, Scheme No. 71 Indore",,,,
₹95 Lac,1611,3,,"3 BHK Flat  for Sale in  Om Gurudev Complex, Om Gurudev Complex, Vijay Nagar, Indore",3,,Semi-Furnished,3
₹32 Lac,1000,,,"Plot/Land for Sale in Sarthak Singapore Lifestyle, Super Corridor Indore",,,,
₹30 Lac,765,,,Plot/Land for Sale in Rau Indore,,,,
₹70 Lac,1316,3,,"3 BHK Flat  for Sale in  Leeds Enclave, Leeds Enclave, Manu Shree Nagar, Indore",3,,Furnished,3
₹23 Lac,400,1,,"1 BHK Flat  for Sale in  Khandwa Road, Indore",1,,Semi-Furnished,1
₹8 Lac,158,,,Shop for Sale in Scheme No -103 Indore,,,,
₹68 Lac,675,3,,3 BHK  House for Sale in Devguradia Indore,3,House,Semi-Furnished,4
₹20 Lac,500,1,,"1 BHK Flat  for Sale in  Kesharbag, Indore",1,,Furnished,
₹17 Lac,787,2,,"2 BHK Flat  for Sale in  Rau Pithampur Road, Indore",2,Apartment,Unfurnished,2
₹25 Lac,300,,,Office Space for Sale in Tower Square Indore,,,,
₹60 Lac,1500,,,Plot/Land for Sale in Tulsi Nagar Indore,,,,
₹12 Lac,4000,,,Plot/Land for Sale in AB Road Indore,,,,
₹18.5 Lac,520,,,Plot/Land for Sale in Pithampur Indore,,,,
₹21 Lac,475,1,,1 BHK Flat  for Sale in   Indore,1,,Semi-Furnished,1
₹1.80 Cr,1500,,,Plot/Land for Sale in Sai Kripa Colony Indore,,,,
₹3 Cr,2725,3,,"3 BHK Flat  for Sale in  Serenity Reserve, Serenity Reserve, Scheme No 140, Indore",3,,Unfurnished,3
₹28 Lac,,,,"Plot/Land for Sale in Godrej Greenview Estate, Ujjain Indore Road Indore",,,,
₹1.30 Cr,2875,,,"Plot/Land for Sale in DLF Gardencity Phase 2, AB Road Indore",,,,
₹2.45 Cr,,,,"Plot/Land for Sale in Aarone Countywalk, Indore Bypass Road Indore",,,,
₹85 Lac,2200,3,,3 BHK  House for Sale in Rangwasa Indore,3,House,Unfurnished,4
₹34 Lac,1000,,,"Plot/Land for Sale in New Sanwer City, Ujjain Indore Road Indore",,,,
₹87 Lac,1500,3,,"3 BHK Flat  for Sale in  Vaishali Nagar, Indore",3,,Unfurnished,4
₹40 Lac,800,,,Plot/Land for Sale in Manglia Indore,,,,
₹50 Lac,1800,,,Plot/Land for Sale in AB Road Indore,,,,
₹24 Lac,600,1,,"1 BHK Flat  for Sale in  Vallabh Heritage, Vallabh Heritage, Rani Bagh, Indore",1,,Unfurnished,1
₹45 Lac,720,2,,"2 BHK Flat  for Sale in  DB Pride, DB Pride, Talawali Chanda, Indore",2,,Unfurnished,2
₹19.6 Lac,800,,,Plot/Land for Sale in Dharampuri Indore,,,,
₹32.5 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹1.32 Cr,1800,3,,3 BHK  House for Sale in MR 11 Indore,3,House,Semi-Furnished,3
₹57.8 Lac,1650,,,Land for Sale in Ujjain Indore Road Indore,,,,
₹45 Lac,600,1,,"1 BHK  House for Sale in Kalindi Gold City, MR 10 Indore",1,House,Unfurnished,1
₹37 Lac,,,,Plot/Land for Sale in sky sarkar Indore,,,,
₹58 Lac,1000,3,,"3 BHK Flat  for Sale in  Race Course Road, Indore",3,,Semi-Furnished,
₹28 Lac,1000,,,Plot/Land for Sale in Paliya Indore,,,,
₹1.15 Cr,1580,3,,"3 BHK Flat  for Sale in  Shehnai Residency, Shehnai Residency, AB Road, Indore",3,,Semi-Furnished,3
₹54.8 Lac,670,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,2
₹1.05 Cr,2200,4,,4 BHK  House for Sale in Indore Bypass Road Indore,4,House,Unfurnished,4
₹65 Lac,1200,2,,"2 BHK  House for Sale in Treasure Fantasy, Rau Road Indore",2,House,Unfurnished,3
₹7 Lac,900,2,,"2 BHK Flat  for Sale in  Ujjain Road Pologround Industrial Estate, Indore",2,Apartment,Semi-Furnished,2
₹37 Lac,1000,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹58 Lac,1258,,,Plot/Land for Sale in Pumarth Bliss Indore,,,,
₹1.20 Cr,1386,,,Plot/Land for Sale in Bicholi Mardana Indore,,,,
₹1.25 Cr,2050,3,,"3 BHK Flat  for Sale in  parinay home, parinay home, Bicholi Hapsi, Indore",3,,Furnished,3
₹18 Lac,,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹2.25 Cr,2560,,,Office Space for Sale in RNT Marg Indore,,,,
₹50 Lac,872,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,2
₹58 Lac,1385,3,,"3 BHK Flat  for Sale in  Mansi Regency, Mansi Regency, Silicon City, Indore",3,,Semi-Furnished,3
₹38 Lac,,,,"Plot/Land for Sale in SANSKRITI ROYAL CITY, Rau Indore",,,,
₹25 Lac,650,2,,"2 BHK Flat  for Sale in  Brijeshwari Colony, Indore",2,,Unfurnished,
₹17 Lac,1000,,,Plot/Land for Sale in Betma Indore,,,,
₹131000 Cr,750,3,,3 BHK  House for Sale in Shri Mangal Nagar Bicholi Road Indore,3,House,Semi-Furnished,3
₹1.38 Cr,1800,,,Plot/Land for Sale in tulsi nagar extension Indore,,,,
₹23 Lac,1000,,,Plot/Land for Sale in Mhow Indore,,,,
₹46 Lac,837,3,,"3 BHK Flat  for Sale in  Vastu Siddhanta Niketan, Vastu Siddhanta Niketan, Bhawrasla, Indore",3,,Semi-Furnished,3
₹88 Lac,1750,3,,3 BHK  House for Sale in shreenathji Indore,3,House,Semi-Furnished,4
₹34 Lac,640,,,"Plot/Land for Sale in Imperial Homes, Devguradia Indore",,,,
₹80 Lac,650,3,,3 BHK  House for Sale in Super Corridor Indore,3,House,Unfurnished,3
₹2 Cr,1500,6,,6 BHK  House for Sale in Sudama Nagar Indore,6,House,Unfurnished,4
₹21.5 Lac,960,2,,"2 BHK Flat  for Sale in  Limbodi, Indore",2,Apartment,Unfurnished,2
₹27 Lac,1060,2,,"2 BHK Flat  for Sale in  Space Park, Space Park, Mahalakshmi Nagar, Indore",2,,Semi-Furnished,2
₹31 Lac,810,,,Plot/Land for Sale in treasure park ringnodiya Ujjain road indore Indore,,,,
₹91 Lac,1000,2,,2 BHK Villa for Sale in Khajrani Indore,2,Villa,Furnished,2
₹1.10 Cr,1700,3,,3 BHK  House for Sale in Silicon City Indore,3,House,Semi-Furnished,3
₹48 Lac,400,1,,1 BHK  House for Sale in Meghdoot Nagar Indore,1,House,Unfurnished,2
₹58 Lac,400,3,,3 BHK  House for Sale in MR 10 Indore,3,House,Semi-Furnished,
₹60 Lac,750,2,,2 BHK  House for Sale in Gyanshila Township Indore,2,House,Unfurnished,2
₹3.75 Cr,878,2,,"2 BHK Flat  for Sale in  Rau, Indore",2,,Semi-Furnished,
₹25 Lac,500,1,,"1 BHK  House for Sale in Singapore Green View Premium, AB Road Indore",1,House,Unfurnished,
₹35 Lac,600,,,Plot/Land for Sale in Sukhliya Gram Indore,,,,
₹75 Lac,1742,3,,"3 BHK Flat  for Sale in  Nipania, Indore",3,,Furnished,3
₹70 Lac,1804,3,,"3 BHK Flat  for Sale in  Indore Bypass Road, Indore",3,,Unfurnished,
₹1.70 Cr,1300,4,,4 BHK Villa for Sale in Rajendra Nagar Indore,4,Villa,Semi-Furnished,
₹35 Lac,1000,2,,2 BHK  House for Sale in Royal City Indore,2,House,Semi-Furnished,2
₹55 Lac,420,,,"Shop for Sale in Mangal City, Vijay Nagar Indore",,,,
₹95 Lac,750,,,Plot/Land for Sale in Vandana nagar Indore,,,,
₹81 Lac,1541,3,,"3 BHK Flat  for Sale in  Man Ocean Park, Man Ocean Park, Nipania, Indore",3,,Furnished,3
₹24 Lac,138,,,Shop for Sale in Sanchar Nagar Indore,,,,
₹45 Lac,250,,,Shop for Sale in New Palasiya Indore,,,,
₹15 Lac,600,,,Plot/Land for Sale in Pithampur Indore,,,,
₹55 Lac,600,,,Office Space for Sale in Old Palasia Indore,,,,
₹1.56 Cr,2400,,,Plot/Land for Sale in Green Park Colony Indore,,,,
₹12.5 Lac,600,,,"Plot/Land for Sale in Pithampur City Homes, Rau Pithampur Road Indore",,,,
₹76.5 Lac,250,,,Shop for Sale in Shivdham Colony Indore,,,,
₹1.20 Cr,1231,,,"Plot/Land for Sale in Treasure Town, Bijalpur Indore",,,,
₹2.35 Cr,3600,4,,"4 BHK  House for Sale in Apollo Golf Links Luxurious Villas, Tilak Nagar Indore",4,Villa,Unfurnished,4
₹2 Cr,1500,5,,5 BHK  House for Sale in Silicon City Indore,5,House,Furnished,6
₹1.80 Cr,1500,,,Plot/Land for Sale in Annapurna Indore,,,,
₹77 Lac,1150,2,,"2 BHK Flat  for Sale in  Ganesh Nagar, Indore",2,,Semi-Furnished,
₹55.8 Lac,900,,,"Plot/Land for Sale in Omaxe Garden Homes, Omaxe 1 Garden Home Phase 2 Indore",,,,
₹27 Lac,1055,2,,"2 BHK Flat  for Sale in  Khandwa Road, Indore",2,,Unfurnished,
₹45 Lac,1000,,,"Plot/Land for Sale in Silver Park, Indore Bypass Road Indore",,,,
₹1 Lac,1000,,,Plot/Land for Sale in Indore,,,,
₹4 Cr,1750,6,,6 BHK Villa for Sale in Shri Nagar Indore,6,Villa,Semi-Furnished,5
₹42 Lac,750,,,Plot/Land for Sale in Vidur Nagar Indore,,,,
₹88 Lac,2100,3,,3 BHK  House for Sale in RRCAT Road Indore,3,House,Unfurnished,4
₹1.40 Cr,1200,2,,2 BHK  House for Sale in Mhow Indore,2,House,Unfurnished,
₹87 Lac,1750,3,,"3 BHK Flat  for Sale in  Naman Shubam Nariman Enclave, Naman Shubam Nariman Enclave, Super Corridor, Indore",3,,Semi-Furnished,
₹45 Lac,800,3,,3 BHK  House for Sale in near footicoti circle Indore,3,House,Furnished,2
₹1.60 Cr,2000,,,Office Space for Sale in Old Palasia Indore,,,,
₹1.10 Cr,10000,,,Agricultural Land for Sale in Farmhouse Indore,,,,
₹45 Lac,885,2,,"2 BHK Flat  for Sale in  Shiv Vatika Brij Residency, Shiv Vatika Brij Residency, Nipania, Indore",2,,Furnished,2
₹36 Lac,1100,3,,3 BHK  House for Sale in Tulsi Nagar Indore,3,House,Unfurnished,3
₹12 Lac,4000,,,Plot/Land for Sale in Simrol Indore,,,,
₹1.09 Cr,,,,Plot/Land for Sale in Sula Khedi Indore,,,,
₹55 Lac,780,2,,"2 BHK Flat  for Sale in  Palsikar Colony, Indore",2,,Semi-Furnished,2
₹1.54 Cr,3081,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹35 Lac,943,2,,2 BHK Flat  for Sale in   Indore,2,,Furnished,2
₹29.8 Lac,800,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹66 Lac,1345,2,,"2 BHK Flat  for Sale in  Premium Park Colony, Premium Park Colony, Premium Park Colony, Indore",2,,Unfurnished,2
₹57.2 Lac,880,,,Plot/Land for Sale in Chhota Bangarda Indore,,,,
₹43 Lac,998,2,,"2 BHK Flat  for Sale in  shubh labh tower, shubh labh tower, Kanadia Road Savindnagar, Indore",2,,Unfurnished,2
₹72 Lac,1600,3,,3 BHK Villa for Sale in Omaxe City 1 Indore,3,Villa,Semi-Furnished,
₹25 Lac,800,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,2
₹40 Lac,325,1,,1 BHK  House for Sale in Rajwada Indore,1,House,Unfurnished,
₹5.50 Cr,5000,4,,4 BHK Villa for Sale in Triveni Colony Indore,4,Villa,Semi-Furnished,
₹54 Lac,1500,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹13 Lac,,1,,"1 BHK Flat  for Sale in  Limbodi, Indore",1,,,
₹19.5 Lac,565,2,,"2 BHK Flat  for Sale in  Ayushman Residency, Ayushman Residency, Rau Road, Indore",2,,Unfurnished,2
₹34 Lac,480,1,,1 BHK Flat  for Sale in   Indore,1,,Semi-Furnished,
₹70 Lac,880,2,,"2 BHK  House for Sale in Shrikrishnas Enclave, Ujjain Road Pologround Industrial Estate Indore",2,House,Unfurnished,
₹5 Cr,2700,5,,5 BHK Villa for Sale in Shakti Nagar Indore,5,Villa,Semi-Furnished,4
₹50 Lac,1200,3,,3 BHK  House for Sale in Juna Risala Indore,3,House,Unfurnished,
₹3.78 Cr,1350,,,Land for Sale in Mangal Nagar Indore,,,,
₹22 Lac,675,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,
₹88 Lac,595,3,,3 BHK  House for Sale in Mundlanayta Indore,3,House,Unfurnished,3
₹19.2 Lac,600,,,Plot/Land for Sale in Tulsi Avenue paliya Indore,,,,
₹15.9 Lac,600,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹1.35 Cr,1500,,,Plot/Land for Sale in Vaibhav nagar Indore,,,,
₹2.45 Cr,1983,3,,3 BHK Flat  for Sale in   Indore,3,,,
₹55 Lac,1000,,,Plot/Land for Sale in Omaxe City 1 Indore,,,,
₹7 Lac,400,8,,8 BHK Farm House for Sale in Jurassic Park Indore,8,House,Unfurnished,
₹34.5 Lac,1000,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹45 Lac,1150,2,,"2 BHK Flat  for Sale in  Samar Park, Indore",2,,Unfurnished,
₹25 Lac,,,,Plot/Land for Sale in Rangwasa Indore,,,,
₹1.35 Cr,2460,,,Plot/Land for Sale in DLF Garden City Indore,,,,
₹1.50 Cr,,,,"Plot/Land for Sale in Pipliyahana, Indore Indore",,,,
₹48 Lac,600,2,,2 BHK  House for Sale in Gomatgiri Indore,2,House,Unfurnished,3
₹38 Lac,939,3,,"3 BHK Flat  for Sale in  Sri Sai RAS Town, Sri Sai RAS Town, AB Road, Indore",3,,Semi-Furnished,3
₹96 Lac,800,,,Plot/Land for Sale in Omaxe City 1 Indore,,House,,
₹44 Lac,,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹15 Lac,800,2,,"2 BHK Flat  for Sale in  Airport Road, Indore",2,,Furnished,
₹51 Lac,1340,,,Office Space for Sale in AB Road Indore,,,,
₹15.5 Lac,550,1,,"1 BHK Flat  for Sale in  Sri Sai RAS Town, Sri Sai RAS Town, AB Road, Indore",1,,Unfurnished,2
₹2.09 Cr,10441,,,Agricultural Land for Sale in Rau Indore,,,,
₹45 Lac,1100,,,Plot/Land for Sale in Sakar corridor super corridor indore Indore,,,,
₹20.8 Lac,,,,Plot/Land for Sale in Super Corridor Indore,,,,
₹1 Cr,,,,Agricultural Land for Sale in Depalpur Indore,,,,
₹45 Lac,1387,3,,3 BHK Flat  for Sale in   Indore,3,,Semi-Furnished,3
₹80 Lac,290,,,Shop for Sale in Scheme No 114 Indore,,,,
₹2.50 Cr,13500,,,Land for Sale in Umariya Indore,,,,
₹75 Lac,1200,2,,"2 BHK Flat  for Sale in  Mirchandani Shalimar Palms, Mirchandani Shalimar Palms, Pipaliyahana, Indore",2,,Semi-Furnished,2
₹35 Lac,560,2,,2 BHK  House for Sale in Sihasa dhar road Indore,2,House,Unfurnished,2
₹40 Lac,680,2,,2 BHK Flat  for Sale in   Indore,2,,Unfurnished,2
₹63.8 Lac,850,,,Plot/Land for Sale in Musakhedi Indore,,,,
₹62.5 Lac,1250,,,"Plot/Land for Sale in Nakshatra Anand Vihar, Khandwa Road Indore",,,,
₹25 Lac,600,1,,1 BHK  House for Sale in Ujjain Indore Road Indore,1,House,,
₹55 Lac,957,2,,2 BHK Flat  for Sale in   Indore,2,,Semi-Furnished,
₹95 Lac,750,2,,2 BHK  House for Sale in Nanda Nagar Indore,2,House,Semi-Furnished,2
₹1.20 Cr,3000,,,Plot/Land for Sale in Arandia Indore,,,,
₹85 Lac,1000,3,,3 BHK  House for Sale in Shriji Valley Indore,3,House,Unfurnished,3
₹74.2 Lac,1280,2,,"2 BHK Flat  for Sale in  Kalyan Sampat Gardens, Kalyan Sampat Gardens, Bicholi Mardana, Indore",2,,Semi-Furnished,
₹3.50 Cr,2400,2,,2 BHK Villa for Sale in Padmalay Colony Indore,2,Villa,Furnished,2
₹45 Lac,1000,2,,"2 BHK  House for Sale in Serenity By Pumarth, Manglia Bypass Indore",2,House,Unfurnished,
₹96.5 Lac,1830,4,,4 BHK  House for Sale in Khajrana Indore,4,House,Semi-Furnished,4
₹36.5 Lac,1013,2,,"2 BHK Flat  for Sale in  Geeta Nagar, Indore",2,,Semi-Furnished,2
₹19 Lac,800,2,,2 BHK  House for Sale in Dwarkapuri Indore,2,House,Unfurnished,
₹82.1 Lac,1534,,,"Plot/Land for Sale in Ruchi Lifescapes, Jhalariya Indore",,,,
₹3 Cr,1224,,,Office Space for Sale in Scheme No 94 Indore,,,,
₹21 Lac,,,,Plot/Land for Sale in Ujjain Indore Road Indore,,,,
₹1.20 Cr,860,3,,3 BHK  House for Sale in Nanda Nagar Indore,3,House,Unfurnished,5
₹1.10 Cr,1800,,,Farm House for Sale in Kanadia Main Road Indore,,House,,
₹1.16 Cr,,,,Plot/Land for Sale in AB Road Indore,,,,
₹3 Cr,1500,,,Plot/Land for Sale in Scheme No 140 Indore,,,,
₹1.24 Cr,2400,,,Plot/Land for Sale in Chawni Indore,,,,
₹2.37 Cr,2070,3,,3 BHK Flat  for Sale in   Indore,3,,Furnished,
₹1 Cr,500,1,,1 BHK Flat  for Sale in   Indore,1,,Unfurnished,
₹40 Lac,800,2,,"2 BHK Flat  for Sale in  Shree Nagar Main Colony, Indore",2,,Furnished,2
₹40 Lac,235,,,Shop for Sale in Goyal Nagar Indore,,,,
₹20 Lac,400,1,,"1 BHK  House for Sale in Sakar Hills, Sanwer Road Indore",1,House,Unfurnished,2
₹1.33 Cr,2214,,,Plot/Land for Sale in Panchwati Colony Indore,,,,
₹90 Lac,2000,,,Plot/Land for Sale in Airport Road Indore,,,,
₹2.30 Cr,5100,,,Warehouse/ Godown for Sale in Palda Indore,,,,
₹26.5 Lac,1000,,,Plot/Land for Sale in Supper Corridor Indore,,,,
₹6.40 Cr,000,,,Industrial Shed for Sale in Bardari Indore,,,,
